Salsa20,encryption,4.796392099990044
Salsa20,decryption,2.965769000002183
Salsa20,encryption,0.002668899978743866
Salsa20,decryption,0.00016330002108588815
Salsa20,encryption,0.0001086000120267272
Salsa20,decryption,0.0001252999936696142
Salsa20,encryption,8.629998774267733e-05
Salsa20,decryption,0.00012939999578520656
Salsa20,encryption,6.829999620094895e-05
ChaCha20,encryption,0.00301210000179708
ChaCha20,decryption,0.00016649998724460602
ChaCha20,encryption,0.00014600000577047467
ChaCha20,decryption,0.0001441999920643866
ChaCha20,encryption,0.00016039999900385737
ChaCha20,decryption,0.0001677999971434474
ChaCha20,encryption,0.00016540000797249377
ChaCha20,decryption,0.00021009999909438193
ChaCha20,encryption,0.00012199999764561653
ChaCha20,encryption,0.002886800008127466
ChaCha20,encryption,0.001600699994014576
ChaCha20,encryption,0.0031313000072259456
ChaCha20,decryption,0.0002948000037577003
ChaCha20,encryption,0.00013679999392479658
ChaCha20,decryption,0.00023889998556114733
ChaCha20,encryption,0.0001306000049225986
ChaCha20,decryption,0.00018780000391416252
ChaCha20,encryption,0.00015800000983290374
ChaCha20,encryption,0.001733800017973408
Salsa20,encryption,0.0019806999916909263
Salsa20,encryption,0.001658400011365302
Salsa20,decryption,7.619999814778566e-05
Salsa20,encryption,0.00017250000382773578
Salsa20,decryption,7.03999976394698e-05
Salsa20,encryption,6.630001007579267e-05
Salsa20,encryption,0.001819099998101592
Salsa20,decryption,6.86999992467463e-05
Salsa20,encryption,0.00010559998918324709
Salsa20,decryption,6.0699996538460255e-05
Salsa20,encryption,8.410000009462237e-05
Salsa20,encryption,0.0015610000118613243
Salsa20,decryption,8.380001236218959e-05
Salsa20,encryption,0.0001258000120287761
Salsa20,decryption,0.00010110001312568784
Salsa20,encryption,8.430000161752105e-05
